case:concept:name,concept:name,time:timestamp
case_013,approve,2024-05-13 12:03:00
case_013,notify,2024-05-13 12:04:00
case_013,close,2024-05-13 12:05:00
case_014,start,2024-05-14 13:01:00
case_014,assess,2024-05-14 13:02:00
case_014,approve,2024-05-14 13:03:00
case_014,close,2024-05-14 13:04:00
case_015,start,2024-05-15 14:01:00
case_015,assess,2024-05-15 14:02:00
case_015,request_info,2024-05-15 14:03:00
case_015,approve,2024-05-15 14:04:00
case_015,notify,2024-05-15 14:05:00
case_015,close,2024-05-15 14:06:00
case_016,start,2024-05-16 15:01:00
case_016,assess,2024-05-16 15:02:00
case_016,manual_review,2024-05-16 15:03:00
case_016,approve,2024-05-16 15:04:00
case_016,close,2024-05-16 15:05:00
case_017,start,2024-05-17 08:01:00
case_017,assess,2024-05-17 08:02:00
case_017,approve,2024-05-17 08:03:00
case_017,notify,2024-05-17 08:04:00
case_017,close,2024-05-17 08:05:00
case_018,start,2024-05-18 09:01:00
case_018,assess,2024-05-18 09:02:00
case_018,approve,2024-05-18 09:03:00
case_018,close,2024-05-18 09:04:00
case_019,start,2024-05-19 10:01:00
case_019,assess,2024-05-19 10:02:00
case_019,request_info,2024-05-19 10:03:00
case_019,approve,2024-05-19 10:04:00
case_019,notify,2024-05-19 10:05:00
case_019,close,2024-05-19 10:06:00
case_020,start,2024-05-20 11:01:00
case_020,assess,2024-05-20 11:02:00
case_020,manual_review,2024-05-20 11:03:00
case_020,approve,2024-05-20 11:04:00
case_020,close,2024-05-20 11:05:00
case_021,start,2024-05-21 12:01:00
case_021,assess,2024-05-21 12:02:00
case_021,approve,2024-05-21 12:03:00
case_021,notify,2024-05-21 12:04:00
case_021,close,2024-05-21 12:05:00
case_022,start,2024-05-22 13:01:00
case_022,assess,2024-05-22 13:02:00
case_022,approve,2024-05-22 13:03:00
case_022,close,2024-05-22 13:04:00
case_023,start,2024-05-23 14:01:00
case_023,assess,2024-05-23 14:02:00
case_023,request_info,2024-05-23 14:03:00
case_023,approve,2024-05-23 14:04:00
case_023,notify,2024-05-23 14:05:00
case_023,close,2024-05-23 14:06:00
case_024,start,2024-05-24 15:01:00
case_024,assess,2024-05-24 15:02:00
case_024,manual_review,2024-05-24 15:03:00
case_024,approve,2024-05-24 15:04:00
case_024,close,2024-05-24 15:05:00
case_025,start,2024-05-25 08:01:00
case_025,assess,2024-05-25 08:02:00
case_025,approve,2024-05-25 08:03:00
case_025,notify,2024-05-25 08:04:00
case_025,close,2024-05-25 08:05:00
case_026,start,2024-05-26 09:01:00
case_026,assess,2024-05-26 09:02:00
case_026,approve,2024-05-26 09:03:00
case_026,close,2024-05-26 09:04:00
case_027,start,2024-05-27 10:01:00
case_027,assess,2024-05-27 10:02:00
case_027,request_info,2024-05-27 10:03:00
case_027,approve,2024-05-27 10:04:00
case_027,notify,2024-05-27 10:05:00
case_027,close,2024-05-27 10:06:00
case_028,start,2024-05-28 11:01:00
case_028,assess,2024-05-28 11:02:00
case_028,manual_review,2024-05-28 11:03:00
case_028,approve,2024-05-28 11:04:00
case_028,close,2024-05-28 11:05:00
case_029,start,2024-05-01 12:01:00
case_029,assess,2024-05-01 12:02:00
case_029,approve,2024-05-01 12:03:00
case_029,notify,2024-05-01 12:04:00
case_029,close,2024-05-01 12:05:00
case_030,start,2024-05-02 13:01:00
case_030,assess,2024-05-02 13:02:00
case_030,approve,2024-05-02 13:03:00
case_030,close,2024-05-02 13:04:00
case_031,start,2024-05-03 14:01:00
case_031,assess,2024-05-03 14:02:00
case_031,request_info,2024-05-03 14:03:00
case_031,approve,2024-05-03 14:04:00
case_031,notify,2024-05-03 14:05:00
case_031,close,2024-05-03 14:06:00
case_032,start,2024-05-04 15:01:00
case_032,assess,2024-05-04 15:02:00
case_032,manual_review,2024-05-04 15:03:00
case_032,approve,2024-05-04 15:04:00
case_032,close,2024-05-04 15:05:00
case_033,start,2024-05-05 08:01:00
case_033,assess,2024-05-05 08:02:00
case_033,approve,2024-05-05 08:03:00
case_033,notify,2024-05-05 08:04:00
case_033,close,2024-05-05 08:05:00
case_034,start,2024-05-06 09:01:00
case_034,assess,2024-05-06 09:02:00
case_034,approve,2024-05-06 09:03:00
case_034,close,2024-05-06 09:04:00
case_035,start,2024-05-07 10:01:00
case_035,assess,2024-05-07 10:02:00
case_035,request_info,2024-05-07 10:03:00
case_035,approve,2024-05-07 10:04:00
case_035,notify,2024-05-07 10:05:00
case_035,close,2024-05-07 10:06:00
case_036,start,2024-05-08 11:01:00
case_036,assess,2024-05-08 11:02:00
case_036,manual_review,2024-05-08 11:03:00
case_036,approve,2024-05-08 11:04:00
case_036,close,2024-05-08 11:05:00
case_037,start,2024-05-09 12:01:00
case_037,assess,2024-05-09 12:02:00
case_037,approve,2024-05-09 12:03:00
case_037,notify,2024-05-09 12:04:00
case_037,close,2024-05-09 12:05:00
case_038,start,2024-05-10 13:01:00
case_038,assess,2024-05-10 13:02:00
case_038,approve,2024-05-10 13:03:00
case_038,close,2024-05-10 13:04:00
case_039,start,2024-05-11 14:01:00
case_039,assess,2024-05-11 14:02:00
case_039,request_info,2024-05-11 14:03:00
case_039,approve,2024-05-11 14:04:00
case_039,notify,2024-05-11 14:05:00
case_039,close,2024-05-11 14:06:00
case_040,start,2024-05-12 15:01:00
case_040,assess,2024-05-12 15:02:00
case_040,manual_review,2024-05-12 15:03:00
case_040,approve,2024-05-12 15:04:00
case_040,close,2024-05-12 15:05:00
